Field,Our Data,Annotated Data,Similarity
link,https://www.unb.com.bd/category/bangladesh/man-killed-in-kushtia-road-crash/4366,<https://www.unb.com.bd/category/bangladesh/truck-crushes-three-twelfth-graders-of-same-institution-to-death-on-benapole-jashore-highway/102110>,68
link,https://www.unb.com.bd/category/bangladesh/truck-ambulance-collision-leaves-one-dead-in-natore/3597,<https://www.unb.com.bd/category/bangladesh/2-killed-4-injured-as-bus-hits-auto-in-nganj/102363>,64
link,https://www.unb.com.bd/category/bangladesh/lyricist-omar-faruk-dies-in-narsingdi-road-crash/104135,<https://www.unb.com.bd/category/bangladesh/four-die-in-horrific-road-crash-in-gazipur/102533>,77
link,https://www.unb.com.bd/category/bangladesh/three-of-a-family-killed-in-kurigram-road-crash/24449,<https://www.unb.com.bd/category/bangladesh/karnaphuli-trawler-capsize-2-more-bodies-recovered/102549>,61
link,https://www.unb.com.bd/category/bangladesh/2-killed-in-chattogram-road-crash/19204,<https://www.unb.com.bd/category/bangladesh/tourist-killed-in-rangamati-road-accident/102871>,81
link,https://www.unb.com.bd/category/bangladesh/motorcyclist-killed-38-rmg-workers-hurt-in-manikganj-road-crash/2658,<https://www.unb.com.bd/category/bangladesh/two-killed-as-truck-carrying-cattle-lost-control-in-chuadanga/103903>,67
link,https://www.unb.com.bd/category/bangladesh/four-die-in-horrific-road-crash-in-gazipur/102533,<https://www.unb.com.bd/category/bangladesh/2-killed-in-bus-auto-rickshaw-collision-in-kishoreganj/104043>,66
link,https://www.unb.com.bd/category/bangladesh/25-medical-students-hurt-in-cumilla-road-crash/8067,<https://www.unb.com.bd/category/bangladesh/lyricist-omar-faruk-dies-in-narsingdi-road-crash/104135>,74
link,https://www.unb.com.bd/category/bangladesh/2-motorcyclists-killed-in-narsingdi-road-accident/12404,<https://www.unb.com.bd/category/bangladesh/truck-pickup-van-collision-crushes-two-pedestrians-to-death-in-dhakas-postagola/104155>,62
link,https://www.unb.com.bd/category/bangladesh/cumilla-road-crash-leaves-2-dead/108559,<https://www.unb.com.bd/category/bangladesh/two-brothers-killed-in-gazipur-road-crash/104212>,78
link,https://www.unb.com.bd/category/bangladesh/taskforce-on-road-crashes-wants-ban-on-movement-of-inter-district-motorcycles/97697,<https://www.unb.com.bd/category/bangladesh/bus-covered-van-collision-kills-4-in-feni/104235>,62
link,https://www.unb.com.bd/category/bangladesh/2-workers-killed-as-truck-ploughs-into-divider-in-feni/90064,<https://www.unb.com.bd/category/bangladesh/motorcyclist-dies-in-dhaka-road-accident/104244>,66
link,https://www.unb.com.bd/category/bangladesh/2-killed-in-bus-auto-rickshaw-collision-in-kishoreganj/104043,<https://www.unb.com.bd/category/bangladesh/2-dead-as-picnic-bus-hits-tree-in-ctg/104364>,73
